Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
10;1;Kronenbourg - 6x25 cl Fardeau de 4 Packs;Boissons, Bières;2,8967;1;2,6;0;;;;;15812-KRO;15812-KRO;;Kronenbourg;3080216047645;;1;;;;;160;1;;;;;<p>New design.</p>;<p>New design.</p>;;Meta title-Nano;Meta keywords-Nano;Meta description-Nano;iPod-Nano;Livrable 3 jours ouvrés;Livrable 8 jours ouvrés;1;2013-03-01;2013-01-01;1;;0;Unités par palette:416;0;new;0;0;0;0;0;0;0;0
